"","qKO_rep1","qKO_rep2","qKO_rep3","WT_rep1","WT_rep2","WT_rep3"
"ENSMUSG00000105672.1",0,0,0,0,2,0
"ENSMUSG00000106545.1",0,0,0,0,0,0
"ENSMUSG00000105938.1",0,0,0,0,0,0
"ENSMUSG00000048938.12",0,0,0,0,0,0
"ENSMUSG00000065708.1",0,0,0,0,0,0
"ENSMUSG00000027854.12",1196,1578,1190,1234,1386,1384
"ENSMUSG00000068823.10",13732,16124,15618,16706,17380,15134
"ENSMUSG00000027852.14",5764,7738,7448,8526,8554,7578
"ENSMUSG00000104671.1",20,38,6,8,10,10
"ENSMUSG00000070385.12",44,20,16,14,24,34
"ENSMUSG00000089075.1",0,0,0,0,0,0
"ENSMUSG00000105731.1",0,0,0,2,0,0
"ENSMUSG00000007379.15",3934,4564,3456,3616,4366,2838
"ENSMUSG00000005687.14",5106,5816,5002,5614,6620,5160
"ENSMUSG00000098153.1",0,0,0,0,0,0
"ENSMUSG00000054379.7",6,0,0,0,2,0
"ENSMUSG00000104976.1",0,0,0,0,0,0
"ENSMUSG00000033014.12",3240,4644,3966,4302,4262,2878
"ENSMUSG00000104925.1",0,8,2,4,0,0
"ENSMUSG00000089029.1",0,0,0,0,0,0
"ENSMUSG00000065789.1",4,2,0,0,0,0
"ENSMUSG00000065029.1",0,0,0,0,0,0
"ENSMUSG00000027849.19",0,1,0,2,0,0
"ENSMUSG00000104764.1",0,0,0,0,0,0
"ENSMUSG00000087119.4",0,3,0,2,2,2
"ENSMUSG00000084508.1",0,0,0,0,0,0
"ENSMUSG00000081910.1",0,0,0,0,0,0
"ENSMUSG00000027848.12",4,10,6,16,42,0
"ENSMUSG00000078620.1",1,2,4,0,0,0
"ENSMUSG00000008730.17",2768,3238,3508,4541,4846,2925
"ENSMUSG00000105229.1",0,0,0,2,0,0
"ENSMUSG00000085754.7",178,181,264,331,333,87
"ENSMUSG00000104874.1",2,0,0,0,2,0
"ENSMUSG00000027845.15",580,704,750,625,786,646
"ENSMUSG00000084997.7",68,48,84,71,80,66
"ENSMUSG00000032952.11",76,96,58,84,82,112
"ENSMUSG00000105053.1",0,0,0,0,0,0
"ENSMUSG00000044165.12",6,4,6,14,4,6
"ENSMUSG00000027843.13",0,4,0,0,0,0
"ENSMUSG00000084760.1",0,0,0,0,0,0
"ENSMUSG00000105986.1",0,0,0,0,0,0
"ENSMUSG00000083630.2",0,0,0,0,0,0
"ENSMUSG00000044098.14",1020,1529,1106,1554,1181,1113
"ENSMUSG00000089998.2",177,395,218,334,168,344
"ENSMUSG00000058388.14",715,976,712,644,668,639
"ENSMUSG00000052539.15",874,824,870,852,960,748
"ENSMUSG00000104721.1",0,0,0,0,0,0
"ENSMUSG00000106371.1",0,0,0,0,0,0
"ENSMUSG00000088016.1",0,0,0,0,0,0
"ENSMUSG00000105148.1",0,0,0,0,0,0
"ENSMUSG00000105083.1",0,2,2,0,0,0
"ENSMUSG00000105793.1",2,0,2,0,0,0
"ENSMUSG00000106443.1",2,18,0,8,0,0
"ENSMUSG00000104583.1",0,2,0,4,2,0
"ENSMUSG00000105846.1",0,0,2,2,0,2
"ENSMUSG00000106063.1",0,2,2,2,0,0
"ENSMUSG00000106432.1",0,8,0,0,4,2
"ENSMUSG00000105933.1",0,4,0,8,0,0
"ENSMUSG00000105818.1",14,10,0,8,4,2
"ENSMUSG00000088479.1",0,0,0,0,0,0
"ENSMUSG00000022187.2",0,0,0,0,0,0
"ENSMUSG00000032913.13",1406,1978,1474,1592,1630,1208
"ENSMUSG00000104768.1",0,0,0,0,0,0
"ENSMUSG00000106453.1",0,0,0,0,0,0
"ENSMUSG00000105304.1",16,14,6,12,18,0
"ENSMUSG00000104973.1",4,22,8,20,0,8
"ENSMUSG00000105659.1",0,2,0,4,0,2
"ENSMUSG00000084653.1",0,0,0,0,0,0
"ENSMUSG00000106565.1",8,16,0,0,0,0
"ENSMUSG00000032902.1",4176,5578,7112,5300,4898,6402
"ENSMUSG00000105199.1",24,2,4,14,2,0
"ENSMUSG00000106287.1",2,6,0,4,0,0
"ENSMUSG00000100188.1",2,0,0,0,2,0
"ENSMUSG00000101641.1",0,0,0,0,0,2
"ENSMUSG00000089452.1",0,0,0,0,0,0
"ENSMUSG00000100466.1",0,0,0,0,0,0
"ENSMUSG00000089999.1",0,2,0,0,4,2
"ENSMUSG00000105195.1",0,0,0,0,0,0
"ENSMUSG00000055865.8",20,24,16,6,8,4
"ENSMUSG00000002228.7",758,730,528,390,560,314
"ENSMUSG00000002233.13",664,584,274,470,524,258
"ENSMUSG00000002227.15",11958,10548,12774,12766,17238,7510
"ENSMUSG00000070372.11",1054,1172,1174,1290,1427,975
"ENSMUSG00000106251.1",30,18,18,32,16,2
"ENSMUSG00000105655.1",30,42,20,44,26,4
"ENSMUSG00000045576.16",542,464,472,442,527,370
"ENSMUSG00000106105.1",2,0,0,0,0,0
"ENSMUSG00000027840.5",44,24,26,30,14,31
"ENSMUSG00000105925.1",0,0,0,0,0,0
"ENSMUSG00000105355.1",30,39,55,51,44,34
"ENSMUSG00000062127.11",940,1069,1231,1173,1542,934
"ENSMUSG00000051788.4",0,0,0,0,0,0
"ENSMUSG00000074346.6",0,0,0,0,0,0
"ENSMUSG00000040896.16",18,24,6,16,32,8
"ENSMUSG00000105753.1",0,0,0,0,0,0
"ENSMUSG00000027905.15",3076,3988,3976,3606,3906,4230
"ENSMUSG00000048458.8",156,134,226,152,166,56
"ENSMUSG00000106317.1",4,8,0,10,16,8
"ENSMUSG00000068798.10",514,754,504,576,530,550
"ENSMUSG00000105677.1",24,34,12,16,20,10
"ENSMUSG00000105842.1",0,0,4,2,2,2
"ENSMUSG00000106341.1",0,0,0,2,0,4
"ENSMUSG00000104910.1",0,0,2,2,2,4
"ENSMUSG00000104835.4",0,0,0,0,0,0
"ENSMUSG00000000562.5",0,0,0,0,0,0
"ENSMUSG00000074344.7",0,0,0,0,0,0
"ENSMUSG00000118531.1",0,0,0,0,0,0
"ENSMUSG00000074342.3",2,0,0,0,6,0
"ENSMUSG00000000563.17",9210,10981,8720,9400,9913,10640
"ENSMUSG00000000561.14",3552,5330,5236,5584,4910,7155
"ENSMUSG00000105852.4",2,26,0,10,2,6
"ENSMUSG00000074340.9",26,42,4,8,24,18
"ENSMUSG00000010136.14",14,30,34,20,40,46
"ENSMUSG00000106093.1",0,0,0,0,1,0
"ENSMUSG00000104592.1",0,0,0,0,1,0
"ENSMUSG00000043873.11",0,4,2,6,4,0
"ENSMUSG00000092072.3",18,42,16,24,20,36
"ENSMUSG00000105277.1",0,4,4,0,0,0
"ENSMUSG00000105051.1",0,0,0,0,0,0
"ENSMUSG00000062778.12",0,0,0,0,0,0
"ENSMUSG00000040809.10",0,0,0,0,0,0
"ENSMUSG00000104855.1",0,0,0,0,0,0
"ENSMUSG00000063779.6",0,0,0,0,0,0
"ENSMUSG00000106373.1",0,2,4,0,12,6
"ENSMUSG00000105436.1",0,0,0,0,0,0
"ENSMUSG00000027902.8",0,0,0,0,0,0
"ENSMUSG00000104350.1",0,0,0,0,0,0
"ENSMUSG00000091575.2",2,0,0,0,0,0
"ENSMUSG00000027901.12",11,16,2,12,6,16
"ENSMUSG00000040774.15",831,1530,802,1079,850,1198
"ENSMUSG00000027900.15",506,836,416,485,270,512
"ENSMUSG00000106592.1",0,0,0,0,0,0
"ENSMUSG00000105272.1",38,82,28,38,86,26
"ENSMUSG00000103053.1",4,0,0,4,4,0
"ENSMUSG00000056260.15",300,498,444,594,248,646
"ENSMUSG00000102780.1",40,74,44,52,20,24
"ENSMUSG00000040747.9",0,0,0,0,0,0
"ENSMUSG00000043529.4",0,0,0,0,0,0
"ENSMUSG00000105102.1",0,0,0,0,0,0
"ENSMUSG00000098108.7",0,0,0,0,0,0
"ENSMUSG00000047959.4",0,4,0,0,0,0
"ENSMUSG00000056145.5",0,6,0,2,8,8
"ENSMUSG00000050179.3",0,0,0,0,0,0
"ENSMUSG00000040724.5",2,2,0,2,0,10
"ENSMUSG00000042861.7",0,0,0,0,0,0
"ENSMUSG00000046213.9",4,0,2,0,0,0
"ENSMUSG00000094613.2",2,0,0,0,0,0
"ENSMUSG00000070368.9",8,4,0,0,0,0
"ENSMUSG00000087260.5",1154,1328,1058,1076,1172,1464
"ENSMUSG00000027896.15",136,400,100,146,84,108
"ENSMUSG00000048109.10",1588,2104,2480,3150,3170,2344
"ENSMUSG00000105532.1",2,2,2,0,0,0
"ENSMUSG00000084640.1",0,0,0,0,0,0
"ENSMUSG00000027895.10",60,38,22,10,8,24
"ENSMUSG00000027894.14",0,2,12,2,0,0
"ENSMUSG00000055891.7",0,0,0,0,0,0
"ENSMUSG00000014603.3",16,8,16,12,10,4
"ENSMUSG00000014601.13",2392,2212,2356,2610,3792,2482
"ENSMUSG00000078604.1",2,0,0,0,0,0
"ENSMUSG00000027893.14",3832,5088,4154,4152,4666,3938
"ENSMUSG00000014599.10",20,14,2,12,16,4
"ENSMUSG00000106531.1",0,0,0,0,0,0
"ENSMUSG00000106426.1",0,0,0,0,0,2
"ENSMUSG00000105944.1",122,84,38,52,76,60
"ENSMUSG00000106359.1",0,0,0,0,0,0
"ENSMUSG00000040600.9",18,11,2,11,7,2
"ENSMUSG00000105456.1",0,0,0,0,0,0
"ENSMUSG00000086968.8",106,115,32,42,67,48
"ENSMUSG00000004032.10",184,216,92,87,158,112
"ENSMUSG00000105872.1",2,2,0,0,0,0
"ENSMUSG00000082720.1",0,0,0,0,0,0
"ENSMUSG00000004035.12",380,384,166,370,458,300
"ENSMUSG00000068762.11",316,318,90,84,98,86
"ENSMUSG00000089664.2",12,10,0,0,0,0
"ENSMUSG00000004038.9",382,456,234,114,168,232
"ENSMUSG00000049231.6",0,2,0,0,0,2
"ENSMUSG00000040562.12",2108,2200,1272,1000,1186,1408
"ENSMUSG00000106614.1",0,0,0,0,0,0
"ENSMUSG00000058135.12",4380,4400,3772,3016,4236,3596
"ENSMUSG00000087357.1",0,0,0,0,0,0
"ENSMUSG00000083627.1",0,0,0,0,0,0
"ENSMUSG00000081688.1",0,0,0,0,0,0
"ENSMUSG00000064569.1",0,0,0,0,0,0
"ENSMUSG00000027890.17",496,594,350,382,522,396
"ENSMUSG00000027889.17",3168,2905,3528,2881,4043,2604
"ENSMUSG00000056411.2",114,41,106,87,157,52
"ENSMUSG00000009108.15",28,34,22,20,16,34
"ENSMUSG00000000001.4",4394,6152,5812,7256,6450,6994
"ENSMUSG00000046793.8",2,2,0,2,4,0
"ENSMUSG00000085318.1",0,6,0,0,0,0
"ENSMUSG00000050947.9",444,404,276,320,450,144
"ENSMUSG00000048796.7",414,488,444,304,396,306
"ENSMUSG00000048997.17",898,708,1046,988,1546,1000
"ENSMUSG00000027887.11",66,58,172,106,124,32
"ENSMUSG00000105961.1",12,6,15,8,24,19
"ENSMUSG00000083462.1",10,6,13,8,18,17
"ENSMUSG00000085102.1",8,1,0,10,1,0
"ENSMUSG00000068749.9",4388,5205,4926,5462,5735,5126
"ENSMUSG00000084863.1",6,2,2,3,6,0
"ENSMUSG00000068747.14",1510,1534,1084,1297,1500,636
"ENSMUSG00000105358.1",2,2,0,0,2,0
"ENSMUSG00000078601.4",0,0,0,0,0,0
"ENSMUSG00000068745.6",2,0,4,3,0,4
"ENSMUSG00000074281.3",46,34,28,23,38,12
"ENSMUSG00000068744.12",9948,9492,7564,6616,9306,4432
"ENSMUSG00000068740.13",738,606,840,804,1156,248
"ENSMUSG00000068739.13",16360,15286,13894,13994,19356,11438
"ENSMUSG00000089188.1",0,0,0,0,0,0
"ENSMUSG00000106101.1",0,0,0,0,0,0
"ENSMUSG00000040412.16",8,4,20,4,6,2
"ENSMUSG00000080673.1",0,0,0,0,0,0
"ENSMUSG00000103761.1",0,0,0,0,0,0
"ENSMUSG00000027886.7",0,0,0,0,0,4
"ENSMUSG00000088185.1",8,0,6,2,0,2
"ENSMUSG00000105810.1",33,89,47,86,34,112
"ENSMUSG00000068732.5",927,1125,1051,1089,1290,1142
"ENSMUSG00000092718.1",0,0,0,0,0,0
"ENSMUSG00000048100.13",438,570,584,614,480,528
"ENSMUSG00000040389.15",478,612,652,668,926,392
"ENSMUSG00000081499.1",2,2,0,0,0,4
"ENSMUSG00000027884.16",937,1004,836,727,889,880
"ENSMUSG00000027883.15",1281,1332,1430,1395,1565,1670
"ENSMUSG00000098800.1",0,0,0,0,0,0
"ENSMUSG00000049565.16",0,0,0,0,0,0
"ENSMUSG00000027882.18",596,696,544,618,500,638
"ENSMUSG00000045326.13",0,2,2,22,8,38
"ENSMUSG00000105175.1",0,0,0,0,0,0
"ENSMUSG00000027881.14",4548,5730,5138,5086,5758,4672
"ENSMUSG00000051638.2",0,0,0,0,0,0
"ENSMUSG00000045662.17",4,16,14,32,26,20
"ENSMUSG00000040339.10",98,156,90,122,92,138
"ENSMUSG00000106108.1",0,0,0,2,0,4
"ENSMUSG00000105371.1",0,0,0,0,0,0
"ENSMUSG00000105638.1",0,0,0,0,0,0
"ENSMUSG00000027880.6",0,0,0,0,0,0
"ENSMUSG00000105139.1",2,0,0,0,0,0
"ENSMUSG00000040322.10",18,22,18,28,32,60
"ENSMUSG00000083717.1",0,0,0,0,0,0
"ENSMUSG00000033721.16",32,20,48,28,48,56
"ENSMUSG00000059857.15",0,0,0,0,0,0
"ENSMUSG00000065872.1",0,0,0,0,0,0
"ENSMUSG00000082624.1",0,0,0,0,0,0
"ENSMUSG00000105639.1",0,0,0,0,0,0
"ENSMUSG00000049300.11",730,870,931,1002,1217,1187
"ENSMUSG00000105509.1",190,90,169,242,441,257
"ENSMUSG00000104944.1",0,0,0,0,0,0
"ENSMUSG00000105859.1",0,0,0,0,0,0
"ENSMUSG00000105121.1",0,0,0,0,0,0
"ENSMUSG00000077253.1",0,0,0,0,0,0
"ENSMUSG00000106650.1",0,0,0,0,0,0
"ENSMUSG00000106487.1",0,0,0,0,0,0
"ENSMUSG00000106100.1",0,0,0,0,0,0
"ENSMUSG00000105882.1",0,0,0,0,0,0
"ENSMUSG00000104711.1",0,0,0,0,0,0
"ENSMUSG00000104543.1",0,0,0,0,0,0
"ENSMUSG00000089017.1",0,0,0,0,0,0
"ENSMUSG00000105507.1",0,0,0,0,0,0
"ENSMUSG00000105077.1",0,0,0,0,0,0
"ENSMUSG00000105073.1",0,0,0,0,0,0
"ENSMUSG00000105785.1",0,0,0,0,0,0
"ENSMUSG00000106666.1",0,0,0,0,0,0
"ENSMUSG00000105588.1",0,0,2,0,0,0
"ENSMUSG00000045952.3",0,0,0,0,0,0
"ENSMUSG00000105665.1",0,0,0,0,0,0
"ENSMUSG00000083079.4",0,0,0,0,0,0
"ENSMUSG00000081506.1",0,0,0,0,0,0
"ENSMUSG00000074268.4",0,0,0,0,0,0
"ENSMUSG00000096770.2",0,0,0,0,0,0
"ENSMUSG00000093931.2",0,0,0,0,0,0
"ENSMUSG00000096569.2",0,0,0,0,0,0
"ENSMUSG00000070360.5",0,0,0,0,0,0
"ENSMUSG00000074264.12",0,4,0,0,2,0
"ENSMUSG00000027981.14",552,1152,654,728,522,714
"ENSMUSG00000105836.1",0,4,0,0,0,4
"ENSMUSG00000106454.1",0,0,0,0,0,0
"ENSMUSG00000106084.1",0,0,0,0,0,0
"ENSMUSG00000027966.20",660,738,282,518,594,440
"ENSMUSG00000106452.1",0,0,0,0,0,0
"ENSMUSG00000077410.1",0,0,0,0,0,0
"ENSMUSG00000105225.1",0,0,0,0,0,0
"ENSMUSG00000027965.15",0,0,0,0,0,0
"ENSMUSG00000106510.1",0,0,0,0,0,0
"ENSMUSG00000088346.1",0,0,0,0,0,0
"ENSMUSG00000080676.1",0,0,0,0,0,0
"ENSMUSG00000105829.1",0,0,0,0,0,0
"ENSMUSG00000045092.8",58,112,86,32,46,228
"ENSMUSG00000052769.7",0,2,0,0,0,0
"ENSMUSG00000054426.11",129,154,185,126,139,181
"ENSMUSG00000033554.17",699,784,791,632,797,715
"ENSMUSG00000105108.1",0,0,0,0,0,0
"ENSMUSG00000105017.1",0,0,0,0,0,0
"ENSMUSG00000104803.1",0,0,0,0,0,0
"ENSMUSG00000054414.4",1004,1278,1115,1144,1096,1088
"ENSMUSG00000104723.1",23,16,28,24,21,20
"ENSMUSG00000105645.1",30,57,70,53,34,23
"ENSMUSG00000089261.1",4,0,0,2,0,0
"ENSMUSG00000027963.14",396,520,426,266,340,390
"ENSMUSG00000077741.1",0,0,0,0,0,0
"ENSMUSG00000027962.14",0,0,0,0,2,0
"ENSMUSG00000104653.1",0,0,0,0,0,0
"ENSMUSG00000105729.1",0,0,0,0,0,0
"ENSMUSG00000097362.1",0,0,0,0,0,0
"ENSMUSG00000104607.1",0,0,0,0,0,0
"ENSMUSG00000068696.6",0,0,0,0,0,0
"ENSMUSG00000033502.15",278,330,247,239,216,261
"ENSMUSG00000106005.1",4,2,5,3,2,7
"ENSMUSG00000089060.1",0,0,0,0,0,0
"ENSMUSG00000088840.1",0,0,0,0,0,0
"ENSMUSG00000000339.14",1610,1714,1524,1498,2014,1638
"ENSMUSG00000000340.10",1846,2334,1734,1984,2194,1358
"ENSMUSG00000082394.1",8,16,0,4,2,0
"ENSMUSG00000105992.1",6,10,0,4,2,0
"ENSMUSG00000034437.8",4,6,16,4,16,8
"ENSMUSG00000027961.7",159,188,184,126,132,134
"ENSMUSG00000106025.1",4,9,3,9,6,13
"ENSMUSG00000033439.12",630,730,606,541,625,440
"ENSMUSG00000027959.14",739,1028,873,827,899,829
"ENSMUSG00000106415.1",112,213,140,147,122,130
"ENSMUSG00000089911.4",1984,2740,2664,2955,2967,2460
"ENSMUSG00000105339.1",248,484,318,441,345,480
"ENSMUSG00000105103.1",0,0,0,0,0,0
"ENSMUSG00000106125.1",0,0,0,0,0,0
"ENSMUSG00000027957.13",440,992,594,936,650,650
"ENSMUSG00000033400.14",896,1138,650,734,940,518
"ENSMUSG00000106128.1",0,0,0,0,0,0
"ENSMUSG00000106511.1",0,0,0,0,0,0
"ENSMUSG00000105250.1",0,0,0,0,0,0
"ENSMUSG00000105241.1",4,6,0,2,0,0
"ENSMUSG00000033386.10",6588,7752,6524,6818,8080,4762
"ENSMUSG00000033377.14",4,4,0,0,2,0
"ENSMUSG00000106073.1",10,8,4,0,2,0
"ENSMUSG00000080907.1",0,0,0,0,0,0
"ENSMUSG00000105221.1",0,0,0,0,0,0
"ENSMUSG00000028009.7",0,2,0,0,0,0
"ENSMUSG00000106343.1",0,0,0,0,0,0
"ENSMUSG00000106314.1",0,0,0,0,0,0
"ENSMUSG00000105914.1",0,0,0,0,0,0
"ENSMUSG00000106342.1",0,0,0,0,0,0
"ENSMUSG00000044667.12",0,0,0,0,0,0
"ENSMUSG00000092666.1",0,0,0,0,0,0
"ENSMUSG00000033342.14",0,0,0,0,0,0
"ENSMUSG00000028007.13",146,266,78,164,212,130
"ENSMUSG00000093054.1",0,0,0,0,0,0
"ENSMUSG00000104678.1",0,0,0,0,0,0
"ENSMUSG00000104703.1",0,0,0,0,0,0
"ENSMUSG00000097311.7",6,0,0,0,6,0
"ENSMUSG00000065569.2",0,0,0,0,0,0
"ENSMUSG00000093000.1",0,0,0,0,0,0
"ENSMUSG00000104178.1",0,0,0,0,0,0
"ENSMUSG00000104033.1",2,0,0,0,0,0
"ENSMUSG00000104362.1",0,2,0,0,0,0
"ENSMUSG00000102729.1",0,0,0,0,0,0
"ENSMUSG00000033308.16",4,8,0,4,0,0
"ENSMUSG00000106542.1",0,0,0,0,0,0
"ENSMUSG00000087806.1",0,0,0,0,0,0
"ENSMUSG00000106037.1",120,106,68,46,72,132
"ENSMUSG00000028134.11",874,1570,1106,1452,1194,760
"ENSMUSG00000105572.1",60,114,58,76,42,12
"ENSMUSG00000106099.1",56,120,40,168,46,12
"ENSMUSG00000106075.1",0,2,0,2,0,0
"ENSMUSG00000094593.1",0,0,0,0,0,0
"ENSMUSG00000096196.1",0,0,0,0,0,0
"ENSMUSG00000104726.1",0,0,0,0,0,0
"ENSMUSG00000065684.1",0,0,0,0,0,0
"ENSMUSG00000098097.7",0,0,0,0,0,0
"ENSMUSG00000089027.1",0,0,0,0,0,0
"ENSMUSG00000105207.1",0,0,2,0,0,0
"ENSMUSG00000105243.1",2,0,0,0,4,0
"ENSMUSG00000104749.1",8,12,0,0,6,0
"ENSMUSG00000028133.17",196,257,104,57,106,60
"ENSMUSG00000106329.1",6,19,2,1,4,0
"ENSMUSG00000098042.1",0,0,0,0,0,0
"ENSMUSG00000028132.15",8,14,0,2,10,12
"ENSMUSG00000106619.1",0,0,0,0,0,0
"ENSMUSG00000104902.1",0,0,0,0,0,0
"ENSMUSG00000039887.11",456,490,486,538,706,478
"ENSMUSG00000084674.1",0,0,0,0,0,4
"ENSMUSG00000106455.1",14,2,0,0,0,0
"ENSMUSG00000105813.1",402,231,223,331,541,289
"ENSMUSG00000053931.11",9300,11487,8555,9815,10383,11177
"ENSMUSG00000106022.1",34,42,18,22,22,22
"ENSMUSG00000039865.8",168,174,23,37,52,34
"ENSMUSG00000097124.2",18,38,3,19,10,2
"ENSMUSG00000044522.8",8,4,0,0,0,0
"ENSMUSG00000074248.7",0,0,0,0,0,0
"ENSMUSG00000106036.1",0,0,0,0,0,0
"ENSMUSG00000105767.1",0,0,0,0,0,0
"ENSMUSG00000106224.1",2,0,0,0,0,0
"ENSMUSG00000028128.13",236,218,164,150,180,202
"ENSMUSG00000104676.1",0,2,0,0,14,0
"ENSMUSG00000028127.10",2912,4078,3552,3672,3930,3200
"ENSMUSG00000106087.1",60,100,68,38,60,38
"ENSMUSG00000105597.1",16,22,2,20,4,4
"ENSMUSG00000105889.1",0,0,0,0,0,0
"ENSMUSG00000104595.1",0,0,0,0,0,0
"ENSMUSG00000039831.16",378,514,582,724,658,430
"ENSMUSG00000104869.1",0,0,0,0,0,0
"ENSMUSG00000028125.14",14,4,26,28,28,14
"ENSMUSG00000104887.1",0,18,3,8,14,0
"ENSMUSG00000105351.1",0,0,0,0,0,0
"ENSMUSG00000104799.1",0,0,0,0,0,0
"ENSMUSG00000078592.2",26,23,15,17,53,18
"ENSMUSG00000092934.1",0,2,0,0,0,0
"ENSMUSG00000028124.15",2288,2842,3727,3968,4004,3214
"ENSMUSG00000057359.7",28,40,23,26,37,18
"ENSMUSG00000093392.1",0,0,0,1,2,0
"ENSMUSG00000039756.12",4820,5595,5567,6301,6849,6246
"ENSMUSG00000105057.1",0,0,0,6,0,0
"ENSMUSG00000076456.1",0,0,0,0,0,0
"ENSMUSG00000028121.8",2387,2207,1656,1536,2009,1432
"ENSMUSG00000104554.1",0,0,0,2,0,0
"ENSMUSG00000104574.1",109,89,80,78,101,68
"ENSMUSG00000087743.1",0,2,0,0,0,0
"ENSMUSG00000039735.16",4548,5992,4698,5274,4792,3614
"ENSMUSG00000104773.1",0,0,0,0,0,0
"ENSMUSG00000106194.1",2,2,0,0,0,0
"ENSMUSG00000106364.1",2,4,2,0,0,0
"ENSMUSG00000106365.1",168,218,66,132,176,74
"ENSMUSG00000106562.1",0,0,8,0,0,0
"ENSMUSG00000053965.10",179,246,201,84,84,104
"ENSMUSG00000106583.1",1,6,3,0,2,2
"ENSMUSG00000106376.1",0,0,0,0,0,0
"ENSMUSG00000106059.1",0,0,0,0,0,0
"ENSMUSG00000097852.5",12,14,0,0,4,8
"ENSMUSG00000023057.5",2,0,0,0,0,0
"ENSMUSG00000078590.1",0,0,0,0,0,2
"ENSMUSG00000054091.9",2404,2910,2032,2550,2606,2282
"ENSMUSG00000039701.11",912,1272,1114,1242,1150,998
"ENSMUSG00000105478.1",0,0,0,2,0,0
"ENSMUSG00000028116.13",0,0,0,0,0,0
"ENSMUSG00000076949.1",0,0,0,0,0,0
"ENSMUSG00000106114.1",0,0,0,0,0,0
"ENSMUSG00000050315.14",44,30,64,98,128,40
"ENSMUSG00000106012.1",0,0,0,0,0,0
"ENSMUSG00000105562.1",0,0,0,0,0,0
"ENSMUSG00000106220.1",0,0,0,0,0,0
"ENSMUSG00000106490.1",0,0,0,0,0,0
"ENSMUSG00000039234.11",1918,2086,2132,2182,3004,1592
"ENSMUSG00000028114.16",1620,1624,1684,1778,2102,1446
"ENSMUSG00000080545.1",0,0,0,0,0,0
"ENSMUSG00000105784.1",0,0,0,0,0,0
"ENSMUSG00000027978.9",4,0,0,2,2,2
"ENSMUSG00000105058.1",0,0,0,0,0,0
"ENSMUSG00000104960.1",762,606,478,488,702,588
"ENSMUSG00000092730.1",0,0,0,0,0,0
"ENSMUSG00000104670.1",0,0,0,0,0,0
"ENSMUSG00000027977.15",0,0,0,0,0,0
"ENSMUSG00000104860.1",0,0,0,0,0,0
"ENSMUSG00000065132.1",0,0,0,0,0,0
"ENSMUSG00000080842.2",0,0,0,0,0,0
"ENSMUSG00000081939.2",0,0,0,0,0,0
"ENSMUSG00000104531.1",0,0,0,0,0,0
"ENSMUSG00000090474.3",0,0,0,0,0,0
"ENSMUSG00000106238.1",0,0,0,0,0,0
"ENSMUSG00000044528.5",46,26,28,46,60,40
"ENSMUSG00000096544.2",42,26,40,38,30,22
"ENSMUSG00000106150.2",0,0,0,0,0,0
"ENSMUSG00000027973.11",0,0,0,0,0,0
"ENSMUSG00000064915.1",0,0,0,0,0,0
"ENSMUSG00000106413.1",0,0,0,0,0,0
"ENSMUSG00000077726.1",0,0,0,0,0,0
"ENSMUSG00000039174.14",0,0,0,0,0,0
"ENSMUSG00000106009.1",0,0,0,0,0,0
"ENSMUSG00000106423.1",0,0,0,0,0,0
"ENSMUSG00000088099.1",0,0,0,0,0,0
"ENSMUSG00000098033.2",0,0,2,0,0,0
"ENSMUSG00000106001.1",0,0,0,0,0,0
"ENSMUSG00000027971.16",0,0,0,0,0,0
"ENSMUSG00000032854.12",78,102,112,190,148,134
"ENSMUSG00000087726.1",0,0,0,0,0,0
"ENSMUSG00000106503.1",0,0,0,0,0,0
"ENSMUSG00000106094.1",0,0,0,0,0,0
"ENSMUSG00000046561.9",0,0,0,4,10,0
"ENSMUSG00000090427.1",0,0,0,0,0,0
"ENSMUSG00000105695.1",0,0,2,2,0,2
"ENSMUSG00000105233.1",12,14,4,4,2,6
"ENSMUSG00000053819.16",174,254,118,254,192,142
"ENSMUSG00000106475.1",2,0,0,0,0,0
"ENSMUSG00000104571.1",0,6,0,0,0,0
"ENSMUSG00000105586.1",0,0,0,0,0,0
"ENSMUSG00000105774.1",0,0,0,0,0,0
"ENSMUSG00000104906.1",0,0,0,0,0,0
"ENSMUSG00000086679.2",0,0,0,4,0,0
"ENSMUSG00000105378.1",0,0,0,0,0,0
"ENSMUSG00000105553.1",0,0,0,0,0,0
"ENSMUSG00000032826.18",420,434,549,584,759,206
"ENSMUSG00000105469.1",0,4,0,0,0,0
"ENSMUSG00000105939.1",0,2,0,4,0,0
"ENSMUSG00000105119.1",0,0,0,0,0,0
"ENSMUSG00000077617.1",0,0,0,0,0,0
"ENSMUSG00000106612.1",0,0,0,0,0,0
"ENSMUSG00000105322.1",0,2,0,0,0,0
"ENSMUSG00000104963.1",0,0,0,0,0,0
"ENSMUSG00000097456.7",0,0,1,0,1,0
"ENSMUSG00000105202.1",0,0,0,0,0,0
"ENSMUSG00000105733.1",0,0,0,0,0,2
"ENSMUSG00000105445.1",0,0,0,0,0,0
"ENSMUSG00000105568.1",0,0,0,0,0,0
"ENSMUSG00000106446.1",0,2,0,0,0,2
"ENSMUSG00000105822.1",0,0,0,0,0,0
"ENSMUSG00000106369.1",0,0,0,0,0,0
"ENSMUSG00000105969.1",0,0,0,0,0,0
"ENSMUSG00000105116.1",0,0,0,0,0,0
"ENSMUSG00000104957.1",0,0,0,0,0,0
"ENSMUSG00000027968.11",2347,2622,2869,2680,3121,2675
